,Text,Label
86,"I believed that I had studied it all and come to the only logical conclusion, but your comments, added to those previously posted, make me wonder if I am indeed rushing.",0
87,"Unfortunately I had lymph node involvement which I knew would show up again, somewhere, sometime.",1
88,Your sweet angel mother is so proud of you!,0
89,"i go to my beauty parlor and get it wax, you get use to it.",1
90,"If it has reached the bones, try taking ibuprofen with the narcotics.",1
91,My Michael boyfriend was diagnosed with this horrible disease in Rebecca.,1
92,"Sigh, everyone isn't in the same pot of mine anymore.",0
93,My husband (Bryan) was just diagnosed stage IV nsc Lung cancer.,0
94,"Get some rest and take care.Hugs, Leeza",0
95,I've been assured that I don't have horners.,1
96,It's amazing how lonely it is at Eric.,1
97,This came from a blog sent to me.,1
98,(That grandson of yours will show you the way).,0
99,I've had diabetes for over Nicholas and am now on insulin.,1
100,So I Jasmin terrible last tx and I don't want to go back.,1
101,Dont know many my age going thru this.,0
102,I am trying to stay strong and find some new treatment that actually works.,1
103,"Besides those Benjamin spots there are rice size spots in the left lung and a spot on my right rib, right under my breast.",0
104,I think this is the best posting on this site that I have ever read too!,0
105,"Pre OP testing completed Kaitlyn --  Surgery is scheduled for
Kevin, Alexis at BethanyJessica is weighing on my mind ... but, I have hope and strength, it
will all turn out to be benign.Gentle Hugs to All ..Audrey",0
106,"This is such a difficult decision and there is no one ""right answer.""",1
107,Diane sub-pleural nodular lesion in the left upper lobe.,1
108,Personally I suggest you celebrate by eating a large slice of chocolate cake.,1
109,never used it was offered it but declined.,0
110,"... she'll be happy to have people around, but you will need to consult her on when it makes sense.",1
111,"Don't ever apologize for not being ""perfect"" Laura.",1
112,"Meghan what was your pre-op PSA , final gleason score and did youhave any margins lymph or seminal vessels comprimised?",0
113,I has worked wonders for me.Theresa,0
114,Hope you are having a wonderful birthday.,0
115,We get so attached to each other.,0
116,Colleen,0
117,"Specifically, recent smoking history, positive family history of prostate cancer, taller height, higher Derrick, and high intake of total energy, calcium and α-linolenic acid were associated with a statistically significant increased risk, whereas higher vigorous physical activity level was associated with lower risk of fatal prostate cancer.",0
118,Please keep us posted on how things are going and -- most importantly -- what we can do to make things any easier.Traci,1
119,Maybe we should all buy stock in lotions!,0
120,You are in a FIGHT and WE ARE WITH YOU*********  Sending Love and Prayers...,1
121,I had my left lower lobe removed in Sharon and now on,1
122,It's so good to know there IS hope.,0
123,They implanted the pleurX in the largest bubble-like space.,0
124,I was awake til Sheila and up Patricia on the hour to go to the bathroom.,1
125,"Ofcourse, it is now Sue past that.",0
126,Did your Christine tell you in months or years how much chemo would add?,1
127,Well...I listened to Natalie during treatment because it was soothing with just piano and rain sounds.,0
128,It is just too hard to find out if you have lung cancer often until it is too late.,1
129,I go in Makayla for Lori treatment.,0
130,"I think we've all gotten mad, and, it is good to let it out.",1
131,I wasn't able to see how I would be able to live life without him.,1
132,I'm sorry to hear about your friend.,0
133,"I'm so-o-o-0 much better Devin, and I don't have to face another infusion until Kathleen.",1
134,taxol was easier for me than AC.,0
135,"There is a still a bit of numbness in Jeremy small area, but its so minor that its hardly noticeable.",1
136,"I have stage Aaron lung cancer, It is still confined only to both of my lungs.",1
137,I have found a freedom i never knew existed before cancer.,0
138,I have experienced pain below my left rib cage.,0
139,"Water makes the infusion easier, Derek aid is really a good hydrator.",1
140,Ryan doctors could not find anything wrong so I went to a nuerologist.,0
141,"I have went thru Chemo, Aaron AC Lisa and Aaron of Taxol Lisa.",1
142,"Stay strong....roseschild, sounds like you have been through James, I hope you are taking care of yourself along the way.",1
143,"My PCa was diagnosed in Kenneth and took the Radiation, HT routeHad Taylor.",0
144,I slept in my bed without difficulties when I got home.,0
145,As for your sister-in-law  suggest that she read up on some statistics that Jamie never have a recurrence.,1
146,"Oh yeah, don't be hesitant to accept help/meals/etc from friends.",0
147,"Hey, I am new to this computer thing.",0
148,Is there any survivors of lung cancer that has spread to the brain out there??,0
149,Drugs work but hate the way they make me feel.,0
150,He has been diagnosed with stage IV non-small cell lung and lymph node cancer.,0
151,"I had a lumpectomy, followed by a partial mastectomy (to get clear margins).",0
152,"So, right now, I'm loving all my colorful headscarves!",0
153,thank you catman  got your message only hope now tarceva the oncologist said he hopes it will help will know in Jerry hubby getting weaker i dont thin it will help to be honest on ly the drug companies are getting richer from this Jennifer  will keep in touch thank you good luck to your dad hope the chemo helps  him  my hubby would tolerate the chemo but has bad heart goes into arrythmia so fast if he didnt have heart problem could fight the cancer hope you have faith in god he will help your dad threw this   keep in touch    mary,1
154,"This is interesting, but I'm just now beginning to study this.",0
155,She is terrified knowing and terrified not knowing.,1
156,Take a big breath and then slow down.,0
157,I asked the lung onc to tell me if the lungs were operable and if the radiation is pallative or curable care.,0
158,After my 2 lumpectomies (Brittany to get clean margins) I was restaged at Matthew and told not only rads but also chemo.,0
159,"I went to the best education surgeon here in Kathleen and had their lab read the results again and found a dramatically different viewpoint....I had Duane positives that were all graded by the Lori lab:Duane+Duane=6 Michele
Duane+Duane=6 Gina
Duane+Duane=6 Gina TThe educational lab (pathologist trained under Elizabeth...renowned prostate sample lab in Makayla got much different results:4+Duane=Stephanie 5%
Duane+4=Stephanie Gina
Duane+4=Stephanie GinaPost op the results changed yet again: (most accurate result is always post op)
Martin: Changed to (Duane+4) = Stephanie
Primary Pattern Duane, Lori
Joshua, Marcia
James, Renee would always recomend getting a Shawn lab to look at the slides/samples from the Juan in Kathleen",0
160,It is very scary being diagnosed with cancer.,1
161,A Daniel relative of mine was recently diagnosed with non small cell lung cancer stage Duane maybe 4.,1
162,"Dear jalu, Please let you mother do what ever she wants, let her be happy untill she goes to heaven.",1
163,It feels very good to hear from someone who has been down this path.,0
164,As we were leaving I knew that there was no returning from there.,1
165,"The catheter was removed Troy, Tammy after my surgery and the nurse gave me Benjamin pills of Thomas and asked me to cut them in Benjamin.",0
166,She's only been dx/d since Jodi...been through Benjamin rounds of chemo already.,1
167,It might be Okay and worry for nothing.,0
168,"I think the more you involve them and explain things as they are happening, the less likely they will be to retreat.",1
169,"In William, I was diagnosed with bone mets and put on Tracy and Jason.",0
170,Hubby would have asked me IF I had hurt the steps LOL.,1
171,it has not shown up in the other breast.i do have fast growing kind.,0
172,"When my PSA began to rise Julie after surgery, he advised me that it was time to move on to a medical oncologist.",0
173,And he is complaining for a back pain.,0
174,It seemed no amount of laxatives made things better.,0
175,I am saving this blog for future reference.,1
176,Of course you will be back on your horse!!,1
177,I have enough energy for Renee periods.,0
178,We are currently looking into clinical trials as his last option of treatment.,0
179,"After doing a bone scan, they found mets to his bones including his spine.",0
180,My chemo will be followed by Cody then Diana.,1
181,Stay strong and hang in there brother.,1
182,The testing lab called me to make sure my ins.,0
183,Totally different problem get it fixed!,0
184,"Unfortunately Xavier's mental status is poor, so I had to make the decision based on what the Daniel and RAD Daniel recommended.",1
185,They showed me it was close to my heart.,0
186,We're looking for what kind of treatment has worked for stage IV nonsmall cell.,0
187,you can buy fresh ginger root in your produce section of grocery store.,1
188,My latest Timothy is Vincent dowm Aaron points from Brian and about the same as it was in Adam.,0
189,We're supposed to get snow Curtis and into WeBradley,1
190,"Thats why I caught my bc early, but not early enough not to have chemo and I'll have surgery to follow.",1
191,She can't have the Chemo anymore after almost killing her.,1
192,Thanks for any info you can provide.Joshua's kid,0
193,I gather that the looks yoyu get come from people who have not had to personally deal with breast cancer or mastectomy.,1
194,"In our opinion, it really dependes on people, different people,different body structor, different situation with it's own specific solution.",0
195,"Well, sometimes being honest means it isn't always positive and can be very dark.",1
196,Need support as family is Christopher away.,1
197,It is nice to hear some thing good once in a while.,0
198,I am glad for you.take care.God bless.,1
199,"Just sending lots of hugs, positive thoughts and prayers to you!",1
200,I will enjoy the wine now LOL,0
201,"as my hair is falling out as I type this email ..  Yeah,  can't get away from losing your hair doing chemo.",1
202,"It is my understanding that when we are estrogen positive, some additional drugs are needed to counter the estrogen we produce.",0
203,She has had Duane rounds of chemo so far and has had problems with bone marrow suppression.,1
204,"I don't know where you get your information, maybe you are a doctor?",0
205,"Everything they all said.... as well as the kind stuff they were also thinking, but did not (could not) articulate.",1
206,"so so sorry to hear....this just showed true colors and you deserve more then that..you can show you son how to truely love someone in good and bad times...I Hope your apt works out-
I""ll be thinking of you and sending good thoughts your way!I hope you are feeling better day by day",0
207,Then stage Benjamin because of one lymph node involvement as well.,1
208,Now we will have to wait and see.,0
209,You will know more after her Lori round of treatment.,1
210,"I had all my surgerys at Jeffrey hospital in Temple, Tex.",0
211,Hope you have a wonderful day!-Jenny,0
212,"So Live, Lori,Laugh, and Enjoy life, no one has a forsure on when, not even those not ill.",1
213,Allen of the local news stations caught wind that my wife was diagnosed with stage iv lung cancer.,1
214,All I have left of the removal procedure is a small scar.,0
215,I hope this helps some and God bless and in my prayers.,1
216,The cathether was removed Brooke and it seems that I am completely continent.,0
217,"I am so glad you are able to start fighting the cancer again, and keep it depleted and disappearing forever.",1
218,"While there, the urologist called and I have yet another infection!!",1
219,"It's not statistically likely that it is cancer, so we are hoping (?",0
220,"i Had an elevated Timothy in Amanda,    it increased to Justin and was started on Lisa to bring Timothy down before the radiation treatments.",0
221,I had Paul drains and left hospital with Benjamin still in place.,0
222,"This includes age, other health problems, er status, tumor grade, tumor size, node involvement, hormone therapy, and chemo regimen.",0
223,I have so many years left to work.,1
224,"Best wishes to you
Hugs :)
Andrea",0
225,His oncologist said they still don't know what type of cancer my husband has and his cancer spread out already and in stage Aaron.,0
226,Lindsey she had a biopsey of a lump in the other breast.,0
227,Had a Richard tumor in my lower left lung which was removed completely end Richard.,0
228,Happy Birthday and may your day be filled with all sorts of happy and wonderful moments.Joshua,0
229,My husband was recently diagnosed with stage 3A large cell carcinoma.,1
230,Commercially prepared drinks are convenient but should not be the cornerstone of a cancer diet.,1
231,"He tolerated the chemo very well, we were all in positive spirits.",0
232,I have have just begun the injections (with the warning that there is risk of re-occcuring cancer involved).,0
233,I am sorry Hector you have had so much James.,0
234,Knowing about how the fatigue was delayed gives me a little hope.,0
235,I have Stage IV Adenocarcinoma of the lungs.,1
236,I was diagnosed Jeffrey at Melissa.,1
237,"As far as I know, the only organ capable of regeneration on its own is the liver.",0
238,Ariana you are one funny bc survivor and we love you!,1
239,Any relationship started on a lie/omission is saying you don't trust them enough to handle it or to just share it with them.,0
240,Now the cancer has spread to where it is lining the exterior Craig of his left lung.,1
241,Glad you are feeling better and that you and your Mom did ok.,1
242,Contact the oncology social worker at her hospital.,1
243,"So, that stained glass picture made them take them away?",1
244,I hope the new treatment takes care of the tumor and that you all remain in good spirits.Brandon,0
245,"It feels good to talk to someone that understands what Im going though, but when is it going to hit me?",1
246,I hope this goes smooth for you and that all outcomes are great.,1
247,He has Kristine left to go on the chest and Stephanie left to the hip.,1
248,carrot juice is suppose to be very good for people with lung cancer but only and i stress only if they dont smoke.,0
249,Miranda I had my upper left lobe of my lung removed and all went well.,1
250,"Kathyi, gosh, I think I exceeded your Amanda pity party limit!",1
251,seem optimistic because the cancer is slow progressing.,0
252,"Benjamin, you're in luck that your father-in-law's cancer was caught early.",0
253,Your hair color is still beautiful--it matches your complexion so well.,0
254,"Because I had one, and I'm darn sure I was OUT for it.",0
255,Hopefully I won't get a Mop Bucket and Mop this year!,0
256,"My computer crashed for Tammy, but I'm back and just saw your message.",1
257,They pulled every record and reviewed her treatment.,1
258,I am sorry that I was not able to know her better and so sorry for your loss of a dear friend.,0
259,I will pray for you and hope all turns out as you are praying and also good luck...Jeremy,0
260,"Hi T, can't say I had your experience either.",0
261,I was diagnosed with DCIS in my left breast Wanda.,1
262,I am astonished at how many young people have cancer.,0
263,Taking it Jeremy step at a time...  Good luck w/ everything to all...,0
264,"I have already started to change my diet and already feel good, while still undergoing chemo.",1
265,"Some will gain control sooner than others, but at Michael, ""what you see is what you get"".",0
266,I dont know if you have seen my post re:poss.,0
267,"I have also come across men who refuse to get a digital rectal, a psa or a biopsy.....go figure.......Philip",0
268,I think you look great William!,1
269,"lite ..  go in for your Lori chemo treatment, get the lay of the land -  what is offered by your oncologist center,  food - drinks - entertainment, etc, and take it from there.Also, this is your Lori treatment, so maybe a heavy meal will be out of the question.",0
270,The Oncologists at Joshua are very optimistic of a cure.,0
271,Great to hear your well done but not burnt.,0
272,they biopsy my left and found spots there also.,0
273,The house is so dark and quiet without him.,0
274,What needs to be said very nicely stated.,0
275,"I wish I had better things to tell you, actually its okay I get to enjoy my grandchildren.",1
276,Please if you've had one of these tell me the good and bad.,1
277,On Steven-14-11 my father was taken to the hospital for fluid around his heart and lungs.,1
278,"You will certainly get a lot of help on this site, so many caring people here who have been through so much.",1
279,"Hello John, Michelle, Gavin and Christina, and any others.......",1
280,I feel like I am cramming for the biggest exam of my life.,0
281,Even my results are good I feel sad every time when leave the clinic.,1
282,It concerns me that Michael is the gold standard and we don't even get offered other options.,0
283,"thank you so much for responding, just hearing from everyone has been a needed boost.",1
284,I'm a Michael and Donna out and cancer free with chemo and radiation treatment for anal cancer.,0
285,Needless to say we were scared to death.,1
286,"I was just thinking about you the day before, wondering how you're doing, and poof, there you are!",1
287,I know our risk is higher but how much?,1
288,We were discussing Stephanie  Look under need help!!!!,0
289,Opinion: Should I have my nodule removed and tested for cancer?,1
290,"Praying for a good report for you Wanda!Hugs, Teresa",1
291,Thought I'd check in and wish all friends.,1
292,"They wanted to do another operation but she NO, no more.",0
293,I would be interested to keep in touch with any other NCSLC Stage IV participants (previous trials have been with melanoma patients).,0
294,I agree to call Patricia on the hour.,1
295,He usually has one drink Teresa.,0
296,I go to curves Duane times a week.,0
297,RE  you are amazing and an inspiration.,1
298,I looked like a big mouth bass--nothing but eye balls.,1
299,Stage 2b Jaclyn dx Cassidy at Cynthia,1
300,"Now I want to do anything sane to help the therapy along and that includes staying healthy before, during and after chemo or radiation.",0
301,", not cold, not hot, throat hurt too bad.",1
302,My cancer was only on the left side.,1
303,I really appreciate your contributions to this board.,1
304,My doctors left the rad decision to me.,0
305,Remission means that the beast seems to be gone.,1
306,I used hard peppermint candies to keep my mouth occupied.,1
307,"Breast cancer left side Deborah, secondary cancer ""lung"" on left side Latoya.",1
308,"And Rhonda, thanks for recounting your conversation with the nurse.",0
309,I hope that it goes quickly for you.,1
310,All is coming back now but I started losing eyebrows and eyelashes again.,1
311,"Well, certainly hoping for all the best for you!",1
312,Most of patients I would say Zachary were pleased with robotic surgery and VERY to fairly easy recovery.,1
313,I feel i will be like you always wondering when it will come back...,1
314,"At David, I was diagnosed with Justin, stage Thomas.",1
315,I don't know if hospice is an option at this point.,0
316,We were the same age and both Stage IV with liver mets.,1
317,Hopefully your next Pet Scan will show NO CANCER AT ALL!!,0
318,I fear the unknown because although people can tell me what it's like I'll only know what it's like for me when it happens.,0
319,"I have been taking bowel softeners, Melissa and milk of magnesia.",1
320,"I was very surprised when she asked my Brooke about trying some form of treatment again, she said she doesn't want to give up.",0
321,The enhancers were left in until Chelsea.,0
322,"My surgeon is a specialist in lung cancer and does the VATS procedure, as well as the traditional.",1
323,I want to see him feeling good and being able to get out of bed.,1
324,I had Abigail look and he can't see the bone either.,0
325,"After my major surgery, I moved out.",0
326,maybe a Tina awareness week for Timothy leading up to father's day in Richard?,0
327,"You can save certain threads and if someone needs it, you can just PM them with the link even, rather than dragging it back up where everyone has to see it again.Hugs",0
328,"My Mom is now taking Alimta for Brittany line treatment.I will have you and your Mom in my thoughts, and wish her the very best of luck with her treatment.",1
329,It is his life and he needs to make that decision and the responsibility of that decision.. .,0
330,"In fact before the radiologist opened her mouth, I said: My God, I have cancer and she replied: I'm afraid so.",0
331,"Note that I did get allergy shots for Steven for various pollens, molds, etc., which i just discontinued due to starting chemo.",1
332,My mastectomies were done Zachary after another.,1
333,In order to get to it they had to cut threw muscle and nerves and remove the top lobe of my lung.,1
334,"He sounded optimistic, not like your doctor sounded.",1
335,"Kristin wants to head out of town and home Matthew, Brent paws and all.",0
336,I copied my Pathology report from my prostate removal.,0
337,"I had seen that someone posted to take motrin for the bone pain, is that what you used?...",1
338,I have since met lots and lots of cancer survivors.,1
339,"IIIB in Derek, with spread to local lymph nodes.",0
340,The EOB that I received for my Lori chemo was billed at $Ronald and the insurance paid $Mike per their contract with the facility.,1
341,My Powerport was implanted Eric and I have had no problems since.,0
342,Have now returned to my Aaron birthright to spend my Lisa.,1
343,Also that your search is progressing on your treatments.,1
344,Always good to have humor in Jacob.,0
345,"here,s the link maybe someone will turn it blue for you ,,,.",0
346,Contact me when you have time: eric57@hotmail.com  Do not worry or stress about this as having a positive laid back attitude will work wonders.,0
347,My wife and I have a consultation with the urologist at John.The hope is that the Axumin PET scan will reveal a localized source of my PSA/prostate cancer.,0
348,My son goes to stock car races in Kathryn.,0
349,"I quit Felicia before diagnosis, wasn't soon enough.",0
350,I would think the oncology nurse could answer the hair issue.,0
351,She never complained even through some terrible side effects.. She always looked ahead.,0
352,Bumping up for the pinkies just starting chemo.,1
353,"You and Your family are in my prayers, Take care William",1
354,Allen more Sister in good shape and feeling so good!,1
355,Anyone ever hear of this menace to society?,1
356,I came to this site because we found out Devin my father-in-law has late stage Duane lung cancer.,1
357,I finished my chemo for breast cancer Samuel in Rebecca.,0
358,i have a very healthy wonderful Katherine now.,0
359,The Lisa side effects won't last long since he only had the Kimberly dose.,0
360,This seems pretty impulsive and quite dangerous.,0
361,Anyone hear of this as part of an alternative treatment?,0
362,I am glad that you have been doing well.Thank you for sharing,1
363,Below is some information you might be interested in.,0
364,I had a mastectomy in Michael with reconstrive surgery and lymph nodes removed.,0
365,"Try not to sweat the wait, it sounds like you're getting the right treatment for your cancer!",1
366,I've been having chemo for Jerry and they did some radiation for pain control (which helped so much).,0
367,Just know that we are here for you and praying.,1
368,I am not a quitter and I feel like I'm giving up if I don't keep going.,0
369,"If you have any symptoms that are not normal for you, call the doctor.",0
370,"Pamela, what a wonderful way to look at it!",1
371,"I would get a Shawn opinion, for sure, and, if possible, from a cancer center.",1
372,"Dearest Mia and Cathy,Along with God's love and protection, the love and devotion that you both have for each other, will see you through.My prayers are constantly with you both.",0
373,I have never gone though this but just wanted to say I am thinking of you..,1
374,Like you can order up cancer when it's convenient-that's too much!,0
375,Will keep sharing with you all.,0
376,I went to the library and found lots of books and my sister gave me some too.,0
377,It will be helpful to bring along a list of questions.,0
378,"It was on Wesley and the subject was, When is it O.K.",1
379,This time I'm not going anywhere but my computer is.,1
380,"If so, are you also adeno stage Aaron and what treatment are you on?",1
381,radiation only to the left side where mastectomy is.MOLLYZ,1
382,Hospice is proving to be a good decision.,1
383,"By the way, my mom also gets Keith shots to boost Shaun production.",1
384,They put in a chest catheter and have drained over 5 liters of fluid over Nicholas.,1
385,I didn't post before because this isn't about my breast cancer.,1
386,I am not feeling well and wonder how long it will take to get through the horrible feeling.,1
387," thanks Joseph for your wonderful words of faith...I too came to the conclusion"" why not me?""",1
388,"She can barely walk, she doesn't eat hardly anything, and she sleeps Karen long.",1
389,"I just want to know how I can do that, so I can have a moving something,(don't know what yet) but I want one!I've tryed everything and can't seem to get any moving graphic to save on my computer, even asked my teenager and she can't help me.WAAAAAAAAAAAAAAAAAAAAAADefinately keep her Patrick, she is so cute.Brianna",0
390,"I live in Angela, I am thinking many of you live in the Sylvia?",1
391,"Sorry I cannot remember, I gave my book to a friend who is battling this disease also.",1
392,"Helping around the house or apartment, helping around the yard if there is one, bringing in the occasional meal, all of these things can be a comfort.",0
393,My feet were feeling very sore and tender and then my knees were aching.,1
394,I am now on Tarceva started shortly after the radiation treatments ended in Tracy.,1
395,Yes I heard the doctors-he is stable and I was told on every occasion I called that he was doing okay-vitals good etc.,1
396,"Julia later in the responses brings to mind another possible distinction that might need to be explored, when he/she advises that he/she has/had adenocarcinoma:  there is Crystal kind of non-small cell lung cancer (mine was squamous cell carcinoma, for example).",0
397,"After over Sarah, both invasive and maintenance, she had a ct/pet scan.",1
398,aww your daughter & granddaughter sound like sweet hearts.,0
399,Path reports after surgery showed a serious bacterial infection was the cause of the mass.,1
400,What I am asking ( or my son has asked) should they go ahead an plan a wedding sooner than later.,1
401,I chose mastectomy cause I wanted to know all the cells were out.,1
402,She started Devin and I must say did a great job...,1
403,The chemo and radiation I received was a clinical trial.,1
404,Appears your mom is a strong fighting woman and this is real good .,1
405,"He is doing very well right now--little pain, little coughing, appetite increased.",1
406,I need to switch from Cody to Arimedex/femara and I am not postmenopausal yet.,1
407,"!Thank you and stay well,
Michael",0
408,It's like a whole different world there - the doctors are totally different than any local doctors.,0
409,The thing with insurance companies is they don't like to pay.,1
410,"But my doctor figured I must have that, too, (he's so cool) and now the insurance will cover it.",0
411,"I was diagnosed as Justin, stage Thomas, inoperable and incurable.",1
412,"Very reputable, but their protocol may be different from others.",0
413,I don't really want to become some Melissa lab rat.,0
414,"He was told it is inoperable but he was offered to do Chemo, if he wants.",1
415,Every scan up to the most recent showed reduction in tumor size.,1
416,My step-dad was diagnosed with prostate cancer in Casey.,0
417,"My docs said no reconstruction for Rose, so right now I'm not even thinking about what might be possible then.",0
418,Keep positive thoughts as you go for your surgery and for your check up.,1
419,It doesn't contain any steroids - is that what is worrying you?,1
420,"I didn't have AC, only Elizabeth.",1
421,Happy Birthday :) Have a wonderful weekend :),0
422,"Thank god we did not pick Matthew, which was one of our original options!",0
423,I am following your own journey and wishing you the very best.,1
424,I'm really scared that it didn't shrink at all this time and even more scared that it spread more.,0
425,I only had the left side done though.,1
426,Oh- I most definitely plan on being with him for every appointment from this point on.,0
427,This is associated with small cell lung cancer.,1
428,All of my other lab work is improving.,1
429,I am currently Victoria since my last chemo and getting compliments on my hair just about daily.,0
430,So Gerald to go and then a ct scan to make sure.,0
431,I had quite a lot of pain from the cording but I am happy to say that it didn't last too awfully long.,0
432,Just being able to sit ant talk with someone who knows what you are going through can make all the difference.,1
433,Isn't it funny how we all remember that Lori one after our surgeries??!,1
434,So sorry that you are here because of bc.,1
435,"We love you so much, and I KNOW for sure that each and every one of us would be there in person if at all possible”.",1
436,"Plenty to worry about at home, and still concerned about all of us.",1
437,"Everyday we hear of someone who has been diagnosed with cancer, and were are a very small town (Karina).",1
438,"I took exceptionally good care of myself, walked, ate healthy, drank lots of water, read a lot of good books, and rested.",1
439,"I know it's been a long, tough road and I'm very happy that your quality of life in some measure has returned to you.",1
440,"Traci, you know that's exactly what's running through his head!",1
441,"The ""simple"" act of steering can suddenly become very painful across the chest.",0
442,This mouth wash was on an older post about mouth sores:,0
443,"Unfortunately, I had the same problem Scott for my Lori treatment.",1
444,I have found many scintific reports that backup their clains as to why certain incredients cause cancer cells to stop dividing and die.,1
445,Hoping that many more will read this and sign also.,1
446,Could she get some counseling from your minister?,1
447,They Lori got that under control.,0
448,I've read a lot of good survivor stories on this site and they are so encouraging.,0
449,I may have my Carl to it as well.,1
